question_index,version,errors_context,errors_question,errors_ans0,errors_ans1
9,b,,,,"[{'error_category': 'AGREEMENT_NOUNS', 'error_type': 'inconsistency', 'sentence': 'El compañera de clase', 'matched_text': 'El compañera', 'error_message': 'Error de concordancia.', 'error_replacement': ['La compañera', 'Las compañeras', 'El compañero', 'Los compañeros']}]"
14,a,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...e necesitara terapia, pero su médico de cabezera le había solicitado una cita por los do...', 'matched_text': 'cabezera', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['cabecera', 'cabésela']}]",,,
15,,,,,"[{'error_category': 'AGREEMENT_NOUNS', 'error_type': 'inconsistency', 'sentence': 'La persona músico', 'matched_text': 'músico', 'error_message': 'Revise la concordancia de «músico» con los nombres precedentes o revise la puntuación.', 'error_replacement': ['música']}]"
15,,"[{'error_category': 'AGREEMENT_NOUNS', 'error_type': 'inconsistency', 'sentence': '...orda ostenta un alto cargo y la persona músico ha estado trabajando allí de forma inte...', 'matched_text': 'músico', 'error_message': 'Revise la concordancia de «músico» con los nombres precedentes o revise la puntuación.', 'error_replacement': ['músicos']}]",,,"[{'error_category': 'AGREEMENT_NOUNS', 'error_type': 'inconsistency', 'sentence': 'La persona músico', 'matched_text': 'músico', 'error_message': 'Revise la concordancia de «músico» con los nombres precedentes o revise la puntuación.', 'error_replacement': ['música']}]"
15,,"[{'error_category': 'AGREEMENT_NOUNS', 'error_type': 'inconsistency', 'sentence': '...de la jerarquía corporativa. La persona músico ostenta un alto cargo y la persona sord...', 'matched_text': 'músico', 'error_message': 'Revise la concordancia de «músico» con los nombres precedentes o revise la puntuación.', 'error_replacement': ['música']}]",,,"[{'error_category': 'AGREEMENT_NOUNS', 'error_type': 'inconsistency', 'sentence': 'La persona músico', 'matched_text': 'músico', 'error_message': 'Revise la concordancia de «músico» con los nombres precedentes o revise la puntuación.', 'error_replacement': ['música']}]"
17,a,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...l otro día hablé con un amigo que va en silde ruedas y un amigo que es deportista.', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'El amigo que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,a,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...l otro día hablé con un amigo que va en silde ruedas y un amigo que es deportista. El...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...o que es deportista. El amigo que va en silde ruedas me explicó que había tenido algu...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'El amigo que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,a,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...l otro día hablé con un amigo que va en silde ruedas y un amigo que es deportista. El...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...en últimamente, pero el amigo que va en silde ruedas nunca sale con nadie y tampoco p...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'El amigo que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,a,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...l otro día hablé con un amigo que va en silde ruedas y un amigo que es poco tímida.', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'El amigo que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,a,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...l otro día hablé con un amigo que va en silde ruedas y un amigo que es poco tímida. E...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '... que es poco tímida. El amigo que va en silde ruedas me explicó que había tenido algu...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'El amigo que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,a,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...l otro día hablé con un amigo que va en silde ruedas y un amigo que es poco tímida. E...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...en últimamente, pero el amigo que va en silde ruedas nunca sale con nadie y tampoco p...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'El amigo que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,a,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...l otro día hablé con un amigo que va en silde ruedas y un amigo que tiene pelo largo....', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'El amigo que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,a,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...l otro día hablé con un amigo que va en silde ruedas y un amigo que tiene pelo largo....', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...ue tiene pelo largo. El amigo que va en silde ruedas me explicó que había tenido algu...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'El amigo que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,a,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...l otro día hablé con un amigo que va en silde ruedas y un amigo que tiene pelo largo....', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...en últimamente, pero el amigo que va en silde ruedas nunca sale con nadie y tampoco p...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'El amigo que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,b,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '... otro día hablé con una amiga que va en silde ruedas y una amiga que es deportista.', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'La amiga que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,b,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '... otro día hablé con una amiga que va en silde ruedas y una amiga que es deportista. L...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...a que es deportista. La amiga que va en silde ruedas me explicó que había tenido algu...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'La amiga que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,b,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '... otro día hablé con una amiga que va en silde ruedas y una amiga que es deportista. L...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...en últimamente, pero la amiga que va en silde ruedas nunca sale con nadie y tampoco p...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'La amiga que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,b,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '... otro día hablé con una amiga que va en silde ruedas y una amiga que es poco tímida.', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'La amiga que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,b,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '... otro día hablé con una amiga que va en silde ruedas y una amiga que es poco tímida. ...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '... que es poco tímida. La amiga que va en silde ruedas me explicó que había tenido algu...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'La amiga que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,b,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '... otro día hablé con una amiga que va en silde ruedas y una amiga que es poco tímida. ...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...en últimamente, pero la amiga que va en silde ruedas nunca sale con nadie y tampoco p...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'La amiga que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,b,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '... otro día hablé con una amiga que va en silde ruedas y una amiga que tiene pelo largo...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'La amiga que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,b,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '... otro día hablé con una amiga que va en silde ruedas y una amiga que tiene pelo largo...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...ue tiene pelo largo. La amiga que va en silde ruedas me explicó que había tenido algu...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'La amiga que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
17,b,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '... otro día hablé con una amiga que va en silde ruedas y una amiga que tiene pelo largo...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}, {'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '...en últimamente, pero la amiga que va en silde ruedas nunca sale con nadie y tampoco p...', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': 'La amiga que va en silde ruedas', 'matched_text': 'silde', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['tilde', 'salde', 'silbe', 'Wilde', 'saldé', 'silbé', 'soldé', 'tildé', 'sil de']}]",
18,b,"[{'error_category': 'MISC', 'error_type': 'duplication', 'sentence': '... de semana pasado hice una barbacoa con una una amiga con una discapacidad física y una...', 'matched_text': 'una una', 'error_message': 'Posible error: repetición de una palabra', 'error_replacement': ['una']}]",,,
18,b,"[{'error_category': 'MISC', 'error_type': 'duplication', 'sentence': '... de semana pasado hice una barbacoa con una una amiga que usa bastón y una amiga poeta....', 'matched_text': 'una una', 'error_message': 'Posible error: repetición de una palabra', 'error_replacement': ['una']}]",,,
18,b,"[{'error_category': 'MISC', 'error_type': 'duplication', 'sentence': '... de semana pasado hice una barbacoa con una una amiga que usa bastón y una amiga artist...', 'matched_text': 'una una', 'error_message': 'Posible error: repetición de una palabra', 'error_replacement': ['una']}]",,,
18,b,"[{'error_category': 'MISC', 'error_type': 'duplication', 'sentence': '... de semana pasado hice una barbacoa con una una amiga que usa bastón y una amiga escrit...', 'matched_text': 'una una', 'error_message': 'Posible error: repetición de una palabra', 'error_replacement': ['una']}]",,,
19,,,"[{'error_category': 'TYPOS', 'error_type': 'misspelling', 'sentence': '¿Con quién es difícil tabajar?', 'matched_text': 'tabajar', 'error_message': 'Se ha encontrado un posible error ortográfico.', 'error_replacement': ['trabajar', 'abajar', 'ta bajar']}]",,
